Price (Dollar),discount_percentage,price_before_discount,rating_out_of_5,number_of_ratings,brand,Storage (GB),screen_size (Inches),Price_Category
300.0,0.0,300.0,4.2,73.0,73,64.0,6.3,1
699.99,0.0,699.99,4.1,73.0,177,512.0,6.58,2
179.99,23.37,234.88,4.2,73.0,119,128.0,6.55,0
499.99,39.32,823.99,4.1,73.0,119,8.0,6.7,2
668.39,0.0,668.39,3.6,73.0,138,512.0,7.6,2
120.0,25.0,159.99,4.2,73.0,138,64.0,6.6,0
259.99,0.0,259.99,4.1,72.0,102,6.0,6.8,1
254.99,0.0,254.99,4.5,72.0,188,256.0,6.67,1
69.99,0.0,69.99,3.3,72.0,10,32.0,6.5,0
289.99,0.0,289.99,4.3,72.0,188,128.0,6.05,1
194.99,0.0,194.99,3.7,72.0,121,64.0,5.6,0
679.0,0.0,679.0,4.2,71.0,15,128.0,6.1,2
190.0,0.0,190.0,4.5,71.0,108,4.0,6.5,0
314.98,0.0,314.98,4.1,71.0,138,64.0,6.3,1
629.5,0.0,629.5,4.2,71.0,188,512.0,6.67,2
201.99,0.0,201.99,4.4,70.0,127,6.0,6.43,1
296.69,0.0,296.69,3.9,70.0,108,32.0,5.5,1
139.99,0.0,139.99,4.1,70.0,177,32.0,5.5,0
274.0,0.0,274.0,4.3,70.0,84,256.0,6.67,1
235.49,0.0,235.49,4.1,70.0,138,256.0,6.3,1
299.98,0.0,299.98,4.1,69.0,138,64.0,6.2,1
289.99,0.0,289.99,3.8,69.0,118,256.0,6.78,1
108.0,4.84,113.49,4.2,69.0,108,6.0,6.8,0
239.99,0.0,239.99,4.2,69.0,73,8.0,6.3,1
306.0,0.0,306.0,4.0,69.0,138,128.0,6.6,1
600.0,10.45,669.99,4.1,69.0,188,512.0,6.67,2
118.68,0.0,118.68,4.1,68.0,108,128.0,6.8,0
89.99,48.28,174.0,3.7,68.0,108,32.0,5.5,0
209.95,30.01,299.99,3.7,68.0,138,128.0,6.2,1
205.0,47.3,389.0,3.8,68.0,119,8.0,6.7,1
1619.99,19.8,2019.99,4.1,68.0,138,512.0,7.6,2
89.62,10.15,99.74,3.8,67.0,155,32.0,4.7,0
229.99,14.82,269.99,3.8,67.0,4,64.0,6.5,1
69.99,0.0,69.99,3.8,67.0,156,32.0,3.0,0
99.99,0.0,99.99,3.7,67.0,152,8.0,2.6,0
342.0,14.29,399.0,4.1,67.0,15,256.0,6.5,1
149.99,0.0,149.99,4.5,67.0,84,128.0,6.5,0
140.0,15.66,166.0,3.9,66.0,138,64.0,6.2,0
189.21,0.0,189.21,3.9,66.0,108,128.0,6.7,0
754.02,0.0,754.02,4.3,66.0,138,512.0,6.8,2
221.27,18.27,270.74,4.0,66.0,108,128.0,6.7,1
59.99,0.0,59.99,3.8,66.0,102,16.0,5.0,0
1785.0,0.0,1785.0,4.1,66.0,73,256.0,5.8,2
129.95,0.0,129.95,3.7,66.0,18,128.0,6.5,0
250.0,0.0,250.0,3.7,66.0,138,64.0,6.2,1
279.98,0.0,279.98,3.9,66.0,138,64.0,6.3,1
399.0,0.0,399.0,3.6,66.0,28,128.0,5.7,1
181.0,0.0,181.0,4.3,65.0,15,64.0,6.1,0
369.99,0.0,369.99,4.0,65.0,38,256.0,6.58,1
69.99,0.0,69.99,3.5,64.0,36,16.0,3.0,0
599.0,0.0,599.0,4.1,64.0,188,512.0,6.67,2
89.99,0.0,89.99,3.4,64.0,173,64.0,6.53,0
329.99,0.0,329.99,4.3,64.0,84,128.0,6.67,1
209.99,0.0,209.99,4.4,64.0,188,256.0,6.28,1
589.97,0.0,589.97,4.3,64.0,15,128.0,6.7,2
238.89,10.86,268.0,4.0,63.0,138,128.0,6.9,1
399.99,0.0,399.99,4.1,63.0,138,6.0,6.4,1
52.99,0.0,52.99,3.0,63.0,130,128.0,5.0,0
59.22,0.0,59.22,3.3,63.0,113,32.0,5.7,0
145.0,0.0,145.0,4.0,63.0,138,64.0,6.5,0
329.99,0.0,329.99,4.3,62.0,118,256.0,6.6,1
68.99,0.0,68.99,3.4,62.0,80,16.0,6.5,0
445.2,0.0,445.2,4.7,62.0,138,128.0,6.1,2
349.0,0.0,349.0,4.0,62.0,73,128.0,6.2,1
154.98,0.0,154.98,4.2,62.0,138,128.0,6.5,0
99.99,0.0,99.99,3.2,62.0,113,64.0,6.52,0
465.0,0.0,465.0,3.9,61.0,78,8.0,6.58,2
89.99,0.0,89.99,3.6,61.0,108,32.0,5.7,0
169.99,0.0,169.99,3.5,60.0,173,128.0,6.7,0
549.99,0.0,549.99,3.8,60.0,177,256.0,6.58,2
224.0,0.0,224.0,4.3,60.0,188,512.0,6.67,1
173.74,0.0,173.74,3.9,60.0,138,128.0,6.4,0
609.99,0.0,609.99,4.5,60.0,119,16.0,6.7,2
76.99,0.0,76.99,3.9,60.0,18,32.0,6.0,0
109.99,0.0,109.99,3.8,59.0,113,32.0,6.3,0
975.0,0.0,975.0,4.5,59.0,138,256.0,6.0,2
143.99,0.0,143.99,4.3,58.0,173,128.0,6.75,0
118.0,0.0,118.0,4.2,58.0,138,128.0,6.7,0
699.99,12.5,799.99,4.4,58.0,138,256.0,6.8,2
48.99,0.0,48.99,3.0,58.0,140,16.0,5.5,0
187.99,0.0,187.99,4.4,58.0,188,256.0,6.67,0
369.97,0.0,369.97,3.8,58.0,183,64.0,6.3,1
109.99,0.0,109.99,3.9,57.0,108,16.0,5.5,0
79.95,0.0,79.95,3.9,57.0,138,2.0,5.7,0
69.99,0.0,69.99,3.6,57.0,138,16.0,5.5,0
14.99,0.0,14.99,3.7,56.0,169,4.0,1.7,0
369.99,0.0,369.99,4.4,56.0,177,256.0,6.78,1
149.99,0.0,149.99,4.3,56.0,188,128.0,6.53,0
49.99,37.5,79.98,3.3,56.0,140,16.0,2.8,0
399.99,0.0,399.99,4.2,56.0,138,128.0,5.8,1
237.0,0.0,237.0,3.9,56.0,138,128.0,6.7,1
399.99,0.0,399.99,4.1,56.0,119,8.0,6.7,1
89.99,0.0,89.99,2.9,56.0,108,32.0,5.4,0
137.99,55.55,310.41,3.9,56.0,108,128.0,6.8,0
199.99,0.0,199.99,4.0,56.0,38,128.0,6.0,0
474.97,0.0,474.97,4.3,54.0,138,128.0,6.3,2
107.99,0.0,107.99,3.2,54.0,102,32.0,6.2,0
199.99,0.0,199.99,3.8,54.0,138,128.0,6.2,0
349.74,0.0,349.74,3.9,54.0,73,128.0,6.7,1
289.98,0.0,289.98,3.8,54.0,138,64.0,5.8,1
103.61,19.68,129.0,3.7,53.0,126,32.0,4.7,0
199.99,0.0,199.99,4.2,53.0,102,64.0,6.0,0
39.99,6.32,42.69,3.7,53.0,13,16.0,5.0,0
734.98,45.48,1347.99,4.0,53.0,138,256.0,7.6,2
199.68,28.6,279.68,3.9,53.0,26,3.0,5.5,0
189.0,0.0,189.0,3.7,52.0,169,64.0,4.7,0
159.0,6.44,169.95,3.2,52.0,73,128.0,6.1,0
74.99,0.0,74.99,3.4,52.0,177,64.0,6.82,0
219.94,7.55,237.89,4.4,52.0,138,256.0,6.3,1
748.96,37.59,1199.97,3.9,52.0,138,512.0,6.8,2
244.99,0.0,244.99,4.0,51.0,138,128.0,6.7,1
83.99,0.0,83.99,3.7,51.0,108,32.0,2.0,0
369.97,0.0,369.97,4.0,51.0,138,64.0,6.3,1
577.71,0.0,577.71,3.9,51.0,15,128.0,6.7,2
79.99,0.0,79.99,3.5,51.0,98,16.0,4.5,0
149.99,0.0,149.99,3.9,50.0,177,64.0,5.45,0
69.99,0.0,69.99,3.8,50.0,11,32.0,3.0,0
369.99,7.5,399.99,3.7,50.0,78,128.0,6.47,1
997.9,33.47,1499.99,4.1,49.0,138,512.0,7.6,2
125.99,0.0,125.99,4.0,49.0,167,64.0,4.7,0
199.72,0.0,199.72,3.7,49.0,138,64.0,6.5,0
77.38,0.0,77.38,3.4,49.0,157,32.0,6.5,0
19.99,0.0,19.99,3.2,49.0,18,32.0,1.8,0
150.0,0.0,150.0,3.5,49.0,98,8.0,2.6,0
289.97,0.0,289.97,4.3,49.0,188,128.0,6.67,1
689.99,0.0,689.99,4.0,49.0,0,512.0,6.79,2
212.73,0.0,212.73,4.3,48.0,138,128.0,6.7,1
149.99,0.0,149.99,3.1,48.0,98,64.0,5.0,0
86.54,0.0,86.54,3.8,48.0,126,16.0,5.5,0
39.99,0.0,39.99,3.8,47.0,168,32.0,6.1,0
89.99,0.0,89.99,2.1,47.0,132,2.0,6.7,0
199.5,0.0,199.5,3.8,47.0,138,128.0,4.0,0
38.41,0.0,38.41,3.2,47.0,35,128.0,1.8,0
109.95,0.0,109.95,3.2,47.0,13,32.0,2.8,0
99.0,0.0,99.0,3.5,47.0,113,64.0,6.52,0
187.99,0.0,187.99,4.6,47.0,188,256.0,6.67,0
67.95,0.0,67.95,3.8,47.0,101,32.0,2.8,0
259.0,0.0,259.0,3.7,47.0,38,256.0,6.58,1
39.88,0.0,39.88,3.5,46.0,169,32.0,6.1,0
209.55,0.0,209.55,4.1,46.0,138,32.0,5.5,1
449.99,0.0,449.99,4.0,46.0,38,256.0,6.6,2
265.0,0.0,265.0,4.2,46.0,138,128.0,6.6,1
794.98,0.0,794.98,4.2,46.0,138,128.0,7.0,2
169.99,0.0,169.99,3.6,46.0,31,256.0,6.58,0
198.0,11.21,223.0,3.6,46.0,138,256.0,6.2,0
127.44,12.08,144.95,3.8,46.0,158,4.0,6.67,0
569.99,0.0,569.99,4.2,46.0,118,24.0,6.78,2
329.95,0.0,329.95,4.3,45.0,138,256.0,6.7,1
269.97,0.0,269.97,4.1,45.0,138,64.0,5.8,1
426.0,43.2,749.97,3.9,45.0,138,128.0,6.8,2
291.99,16.34,349.0,4.2,45.0,138,256.0,6.3,1
81.0,0.0,81.0,3.9,45.0,119,64.0,6.52,0
69.5,0.0,69.5,4.0,45.0,108,2.0,6.5,0
89.99,0.0,89.99,2.3,45.0,110,16.0,6.7,0
49.63,0.0,49.63,4.3,45.0,169,4.0,6.53,0
81.67,0.0,81.67,2.1,44.0,47,4.0,5.4,0
387.99,0.0,387.99,3.4,44.0,98,32.0,5.4,1
39.99,0.0,39.99,3.5,44.0,151,32.0,5.5,0
59.95,0.0,59.95,3.5,43.0,108,16.0,5.0,0
289.98,0.0,289.98,3.8,43.0,138,64.0,5.8,1
134.99,6.9,144.99,3.9,43.0,177,512.0,6.52,0
399.99,0.0,399.99,4.2,43.0,31,512.0,6.58,1
299.98,0.0,299.98,3.9,43.0,138,64.0,6.2,1
269.0,0.0,269.0,4.7,43.0,188,256.0,6.67,1
239.99,0.0,239.99,3.9,43.0,188,256.0,6.67,1
158.99,14.06,185.0,4.0,43.0,138,4.0,6.2,0
179.95,0.0,179.95,3.9,42.0,119,128.0,6.55,0
134.99,15.1,159.0,3.8,42.0,138,128.0,6.5,0
56.99,0.0,56.99,2.9,42.0,113,4.0,2.0,0
65.76,49.41,129.99,3.2,42.0,102,64.0,6.1,0
179.95,0.0,179.95,4.4,42.0,73,64.0,6.0,0
224.52,0.0,224.52,4.0,42.0,138,128.0,6.1,1
89.99,0.0,89.99,2.3,41.0,110,16.0,6.7,0
179.0,0.0,179.0,3.7,41.0,138,64.0,6.5,0
329.99,15.38,389.97,4.2,41.0,138,128.0,6.1,1
68.96,0.0,68.96,4.2,41.0,187,16.0,6.0,0
70.22,0.0,70.22,2.3,41.0,6,32.0,6.1,0
211.05,0.0,211.05,4.0,41.0,138,128.0,6.5,1
1199.99,0.0,1199.99,3.7,41.0,7,16.0,6.78,2
696.08,0.0,696.08,3.7,40.0,15,512.0,6.7,2
72.99,0.0,72.99,3.7,40.0,90,8.0,2.8,0
490.0,0.0,490.0,3.6,40.0,188,256.0,6.67,2
399.97,0.0,399.97,3.4,40.0,73,64.0,6.3,1
635.0,0.0,635.0,4.1,40.0,138,256.0,7.6,2
998.48,0.0,998.48,4.5,39.0,138,12.0,6.8,2
159.99,0.0,159.99,4.6,39.0,118,128.0,6.52,0
146.98,6.08,156.5,3.8,39.0,188,6.0,6.67,0
84.0,0.0,84.0,3.6,39.0,138,32.0,6.6,0
139.99,0.0,139.99,3.9,39.0,108,128.0,6.5,0
122.41,0.0,122.41,3.9,39.0,138,32.0,6.5,0
144.99,0.0,144.99,2.3,39.0,201,256.0,6.7,0
484.5,0.0,484.5,4.3,39.0,138,256.0,6.4,2
109.99,0.0,109.99,4.6,39.0,23,32.0,6.9,0
98.44,0.0,98.44,3.7,39.0,113,64.0,6.52,0
573.99,0.0,573.99,3.7,39.0,32,6.0,6.58,2
199.99,0.0,199.99,4.1,39.0,60,128.0,5.45,0
499.99,20.64,629.99,4.5,39.0,38,512.0,6.66,2
69.99,0.0,69.99,2.7,39.0,98,32.0,5.0,0
89.99,0.0,89.99,4.1,38.0,108,64.0,6.5,0
192.98,0.0,192.98,4.2,38.0,138,128.0,6.4,0
279.99,0.0,279.99,3.6,38.0,0,256.0,4.3,1
279.72,0.0,279.72,3.9,38.0,73,128.0,6.1,1
393.99,21.04,499.0,4.1,38.0,73,8.0,6.2,1
174.9,0.0,174.9,3.7,38.0,138,128.0,6.5,0
338.5,5.97,359.99,4.3,38.0,138,128.0,6.8,1
133.0,0.0,133.0,4.0,37.0,108,128.0,6.8,0
105.9,0.0,105.9,4.0,37.0,108,4.0,6.5,0
329.0,0.0,329.0,4.2,37.0,119,128.0,6.55,1
118.99,0.0,118.99,3.8,37.0,138,128.0,6.7,0
679.97,0.0,679.97,4.5,37.0,15,256.0,6.7,2
89.99,25.0,119.99,4.0,37.0,108,128.0,6.6,0
899.0,0.0,899.0,4.3,37.0,15,64.0,5.8,2
74.0,0.0,74.0,3.8,37.0,102,64.0,6.0,0
299.35,0.0,299.35,4.3,37.0,138,128.0,6.6,1
99.99,40.83,168.98,4.2,36.0,108,128.0,6.6,0
920.98,0.0,920.98,4.3,36.0,138,256.0,6.0,2
349.99,12.5,399.99,4.4,36.0,108,256.0,6.7,1
98.99,34.0,149.99,3.7,36.0,108,4.0,6.5,0
249.99,0.0,249.99,4.4,36.0,60,256.0,6.58,1
149.99,9.63,165.97,4.1,35.0,138,128.0,6.4,0
249.99,0.0,249.99,4.3,35.0,177,128.0,6.58,1
349.99,0.0,349.99,3.9,35.0,138,128.0,6.4,1
529.0,0.0,529.0,4.2,35.0,188,256.0,6.67,2
109.99,21.43,139.99,4.3,35.0,38,128.0,6.56,0
83.3,0.0,83.3,3.9,35.0,138,16.0,5.5,0
49.69,7.52,53.73,3.1,35.0,190,16.0,3.0,0
113.73,0.0,113.73,4.1,35.0,108,128.0,6.7,0
354.19,0.0,354.19,4.0,35.0,138,128.0,6.9,1
105.0,30.0,149.99,3.9,35.0,108,128.0,6.5,0
669.95,0.0,669.95,3.8,35.0,138,256.0,6.8,2
269.99,0.0,269.99,4.6,34.0,188,12.0,6.67,1
265.68,0.0,265.68,4.1,34.0,138,128.0,6.7,1
985.0,34.33,1499.99,4.3,34.0,138,12.0,7.6,2
250.0,0.0,250.0,3.6,34.0,138,256.0,6.7,1
249.0,0.0,249.0,3.8,34.0,138,128.0,6.7,1
137.1,0.0,137.1,4.2,34.0,188,128.0,6.74,0
459.99,0.0,459.99,4.2,34.0,138,256.0,6.8,2
299.99,0.0,299.99,4.1,34.0,188,128.0,6.55,1
242.0,0.0,242.0,3.3,33.0,15,64.0,6.5,1
86.94,0.0,86.94,4.0,33.0,138,32.0,6.5,0
127.95,0.0,127.95,4.1,33.0,138,128.0,6.6,0
65.97,0.0,65.97,2.7,33.0,47,4.0,5.7,0
719.0,0.0,719.0,4.0,33.0,15,1000.0,6.7,2
147.7,0.0,147.7,4.3,33.0,138,128.0,6.5,0
319.99,0.0,319.99,3.9,33.0,0,256.0,6.81,1
1049.7,0.0,1049.7,4.2,33.0,15,128.0,6.7,2
584.97,0.0,584.97,4.5,33.0,15,128.0,6.7,2
162.0,9.97,179.94,3.5,33.0,119,128.0,6.7,0
199.99,0.0,199.99,3.7,33.0,23,4.0,6.56,0
704.13,7.32,759.75,3.6,33.0,15,1000.0,6.7,2
47.49,0.0,47.49,3.4,32.0,35,8.0,2.5,0
53.92,10.12,59.99,3.7,32.0,168,128.0,6.52,0
649.97,0.0,649.97,4.1,32.0,138,512.0,6.8,2
99.43,0.0,99.43,3.9,32.0,138,64.0,6.4,0
539.0,0.0,539.0,4.6,32.0,206,512.0,6.7,2
274.95,0.0,274.95,4.2,32.0,119,256.0,6.72,1
799.98,33.33,1199.97,4.1,32.0,138,512.0,6.8,2
249.99,0.0,249.99,4.1,32.0,177,128.0,6.58,1
567.81,9.73,629.0,3.9,32.0,15,256.0,6.7,2
83.7,9.75,92.74,3.7,32.0,138,32.0,6.5,0
52.98,10.64,59.29,3.6,32.0,138,32.0,6.5,0
69.69,0.0,69.69,4.1,32.0,24,4.0,2.8,0
379.99,20.17,476.0,4.3,31.0,138,8.0,6.6,1
819.99,0.0,819.99,4.4,31.0,138,256.0,6.8,2
249.99,0.0,249.99,4.0,31.0,138,128.0,6.7,1
349.99,0.0,349.99,3.8,31.0,179,8.0,6.81,1
399.99,0.0,399.99,3.9,31.0,113,128.0,6.67,1
99.99,0.0,99.99,2.3,31.0,186,512.0,6.7,0
129.99,0.0,129.99,3.4,30.0,173,128.0,6.7,0
239.99,0.0,239.99,4.1,30.0,31,256.0,6.58,1
176.99,0.0,176.99,4.4,30.0,138,256.0,6.5,0
581.97,0.0,581.97,4.4,30.0,15,128.0,6.7,2
85.0,0.0,85.0,3.6,30.0,138,8.0,5.5,0
456.0,0.0,456.0,3.3,30.0,138,256.0,7.6,2
579.99,0.0,579.99,3.9,30.0,15,128.0,6.7,2
357.46,0.0,357.46,4.1,30.0,138,128.0,6.9,1
33.0,0.0,33.0,2.3,30.0,152,8.0,2.6,0
105.69,0.0,105.69,2.7,30.0,184,8.0,6.3,0
569.99,0.0,569.99,4.2,30.0,119,512.0,6.7,2
139.99,0.0,139.99,3.6,29.0,173,128.0,6.3,0
498.4,4.89,524.0,4.2,29.0,188,512.0,6.67,2
199.99,0.0,199.99,3.6,29.0,119,128.0,6.55,0
304.99,0.0,304.99,3.7,29.0,188,128.0,1.5,1
674.97,0.0,674.97,4.4,29.0,15,256.0,6.7,2
99.88,0.0,99.88,4.2,29.0,151,64.0,6.5,0
399.99,0.0,399.99,4.1,29.0,118,256.0,6.6,1
69.99,0.0,69.99,3.4,29.0,107,0.1,1.77,0
119.99,0.0,119.99,4.1,28.0,138,32.0,6.2,0
299.99,0.0,299.99,4.3,28.0,177,256.0,6.58,1
499.99,0.0,499.99,3.9,28.0,113,128.0,6.49,2
136.5,0.0,136.5,4.5,28.0,135,256.0,6.74,0
299.99,0.0,299.99,3.9,28.0,38,512.0,6.58,1
999.0,0.0,999.0,4.3,28.0,73,128.0,6.3,2
869.0,0.0,869.0,4.4,28.0,138,512.0,6.8,2
329.95,0.0,329.95,3.5,28.0,138,256.0,6.7,1
209.66,0.0,209.66,4.1,27.0,73,128.0,6.4,1
189.99,0.0,189.99,4.2,27.0,177,256.0,6.78,0
994.63,9.5,1099.0,3.7,27.0,15,256.0,6.7,2
266.0,0.0,266.0,3.8,27.0,138,128.0,6.1,1
870.0,8.81,954.0,4.5,27.0,15,128.0,6.1,2
72.49,0.0,72.49,2.8,27.0,6,32.0,5.5,0
84.99,0.0,84.99,3.5,27.0,173,64.0,6.52,0
89.99,0.0,89.99,2.4,27.0,110,32.0,6.82,0
199.99,0.0,199.99,4.7,27.0,118,256.0,6.52,0
358.89,0.0,358.89,3.8,27.0,138,256.0,6.6,1
169.99,0.0,169.99,4.4,27.0,177,64.0,6.52,0
115.46,0.0,115.46,4.4,26.0,188,128.0,6.74,0
318.0,0.0,318.0,4.4,26.0,138,256.0,6.7,1
465.0,6.63,498.0,3.7,26.0,138,256.0,6.8,2
200.71,0.0,200.71,4.3,26.0,138,128.0,6.2,1
299.98,0.0,299.98,4.0,26.0,138,64.0,6.2,1
39.99,0.0,39.99,3.8,26.0,113,0.0,1.8,0
142.99,0.0,142.99,4.3,26.0,38,8.0,5.45,0
169.99,0.0,169.99,2.1,26.0,201,256.0,6.8,0
139.99,0.0,139.99,3.4,26.0,173,128.0,6.3,0
639.99,0.0,639.99,4.0,26.0,15,256.0,6.7,2
38.03,0.0,38.03,3.0,26.0,44,0.0,2.6,0
101.04,8.14,109.99,4.1,26.0,108,64.0,6.7,0
134.7,0.0,134.7,4.2,26.0,135,256.0,6.74,0
227.0,0.0,227.0,4.4,26.0,15,128.0,6.5,1
134.99,6.9,144.99,3.9,25.0,177,512.0,6.52,0
39.99,0.0,39.99,2.7,25.0,56,16.0,2.45,0
329.99,9.34,364.0,3.2,25.0,138,128.0,6.4,1
129.99,27.68,179.74,4.0,25.0,108,4.0,6.5,0
299.99,0.0,299.99,4.2,25.0,138,128.0,6.6,1
207.88,0.0,207.88,4.6,25.0,138,256.0,6.5,1
969.99,0.0,969.99,4.4,25.0,188,512.0,6.73,2
59.88,0.0,59.88,3.8,25.0,168,64.0,6.5,0
69.99,23.57,91.57,3.9,25.0,108,64.0,6.7,0
992.19,9.72,1099.0,4.0,25.0,15,256.0,6.7,2
747.99,5.67,792.99,3.7,25.0,15,1000.0,6.7,2
99.88,0.0,99.88,4.0,25.0,168,128.0,6.4,0
85.23,34.27,129.67,3.6,25.0,113,4.0,6.58,0
196.52,58.8,476.97,3.9,25.0,138,128.0,6.7,0
217.0,0.0,217.0,4.2,25.0,188,256.0,6.67,1
249.99,0.0,249.99,4.0,25.0,60,256.0,6.58,1
805.0,0.0,805.0,4.2,25.0,138,256.0,6.7,2
78.93,0.0,78.93,2.2,25.0,165,8.0,6.3,0
209.99,0.0,209.99,4.1,25.0,118,256.0,6.52,1
329.99,0.0,329.99,4.4,24.0,84,128.0,6.67,1
489.99,6.67,524.99,3.9,24.0,138,128.0,6.6,2
162.19,0.0,162.19,4.4,24.0,188,256.0,6.8,0
294.89,0.0,294.89,4.0,24.0,138,256.0,6.7,1
129.0,0.0,129.0,4.1,24.0,108,64.0,6.5,0
599.97,0.0,599.97,4.2,24.0,15,128.0,6.7,2
139.98,5.05,147.42,4.4,24.0,155,64.0,4.7,0
769.0,9.42,849.0,4.1,24.0,205,512.0,6.8,2
144.0,0.0,144.0,4.3,24.0,102,64.0,6.0,0
779.97,0.0,779.97,4.1,24.0,138,512.0,6.9,2
109.99,21.43,139.99,3.3,24.0,113,32.0,6.52,0
219.97,0.0,219.97,3.2,24.0,126,16.0,4.7,1
129.0,5.83,136.99,3.8,24.0,108,256.0,6.56,0
74.99,0.0,74.99,4.1,24.0,197,4.0,2.8,0
237.23,0.0,237.23,4.5,24.0,138,128.0,6.2,1
279.0,0.0,279.0,4.1,24.0,138,64.0,5.8,1
58.94,0.0,58.94,2.8,24.0,180,8.0,5.5,0
18.99,0.0,18.99,3.5,24.0,18,0.0,1.8,0
79.98,33.34,119.99,3.6,24.0,140,32.0,2.8,0
89.99,0.0,89.99,2.5,23.0,132,16.0,6.7,0
199.99,0.0,199.99,4.5,23.0,70,128.0,6.5,0
399.0,49.81,794.98,3.8,23.0,138,128.0,7.0,1
46.99,0.0,46.99,3.7,23.0,156,16.0,2.5,0
65.99,0.0,65.99,2.2,23.0,207,16.0,3.0,0
313.59,0.0,313.59,4.1,23.0,138,128.0,6.6,1
249.99,0.0,249.99,3.7,23.0,73,64.0,5.5,1
294.0,0.0,294.0,3.3,23.0,138,128.0,7.0,1
199.99,0.0,199.99,3.6,23.0,78,128.0,6.7,0
289.98,0.0,289.98,4.5,23.0,138,64.0,5.8,1
139.65,47.1,264.0,3.8,23.0,138,128.0,6.1,0
560.0,0.0,560.0,3.7,23.0,73,128.0,6.7,2
52.99,0.0,52.99,3.8,23.0,163,16.0,5.0,0
64.0,0.0,64.0,3.2,23.0,108,16.0,5.5,0
944.0,0.0,944.0,4.1,23.0,138,256.0,6.0,2
129.92,0.0,129.92,4.1,23.0,188,64.0,6.5,0
199.99,0.0,199.99,3.9,23.0,23,128.0,6.78,0
199.95,0.0,199.95,4.2,23.0,98,16.0,2.6,0
639.24,0.0,639.24,3.9,23.0,15,256.0,6.7,2
299.99,25.0,399.99,4.0,23.0,108,8.0,6.9,1
605.0,0.0,605.0,3.7,23.0,15,128.0,6.7,2
810.74,6.81,869.99,4.3,23.0,138,256.0,6.4,2
529.97,0.0,529.97,4.3,23.0,138,512.0,5.8,2
490.31,0.0,490.31,4.7,23.0,138,256.0,6.6,2
284.99,0.0,284.99,4.5,23.0,138,128.0,6.7,1
119.99,0.0,119.99,3.3,23.0,113,64.0,6.52,0
154.95,7.77,168.0,3.5,23.0,119,128.0,6.55,0
89.95,9.13,98.99,4.1,23.0,119,64.0,6.49,0
127.05,20.59,159.99,4.2,23.0,138,4.0,6.2,0
164.95,0.0,164.95,2.9,22.0,102,64.0,6.8,0
59.0,0.0,59.0,3.4,22.0,108,32.0,5.5,0
699.0,0.0,699.0,3.9,22.0,131,128.0,6.7,2
615.0,0.0,615.0,3.7,22.0,15,256.0,6.7,2
149.99,0.0,149.99,4.4,22.0,188,64.0,6.43,0
109.99,0.0,109.99,2.7,22.0,67,128.0,6.7,0
299.98,0.0,299.98,3.1,22.0,138,64.0,6.2,1
1105.0,0.0,1105.0,4.0,22.0,188,512.0,6.73,2
138.0,0.0,138.0,3.9,22.0,138,128.0,6.6,0
404.67,0.0,404.67,3.6,22.0,138,128.0,6.1,2
520.95,0.0,520.95,4.7,22.0,138,256.0,6.1,2
219.5,7.62,237.6,4.0,22.0,138,256.0,6.5,1
159.99,5.88,169.99,3.6,21.0,38,256.0,5.45,0
77.37,0.0,77.37,4.2,21.0,113,128.0,6.7,0
429.99,0.0,429.99,3.4,21.0,0,256.0,6.79,2
269.99,0.0,269.99,3.9,21.0,177,256.0,6.58,1
269.99,0.0,269.99,4.2,21.0,177,256.0,6.58,1
104.99,12.5,119.99,2.2,21.0,186,256.0,6.7,0
274.99,0.0,274.99,4.3,21.0,119,128.0,6.7,1
264.0,0.0,264.0,4.1,21.0,138,128.0,6.1,1
350.0,5.52,370.45,4.5,21.0,15,128.0,6.1,1
199.99,0.0,199.99,3.6,21.0,108,128.0,6.2,0
70.0,0.0,70.0,3.0,21.0,99,8.0,5.5,0
149.99,6.25,159.99,3.8,21.0,23,4.0,6.56,0
119.99,0.0,119.99,3.3,20.0,173,128.0,6.3,0
247.11,11.43,279.0,4.2,20.0,113,6.0,6.58,1
579.97,0.0,579.97,4.1,20.0,138,128.0,6.7,2
179.99,0.0,179.99,4.5,20.0,38,256.0,6.56,0
649.99,0.0,649.99,4.0,20.0,119,256.0,6.7,2
34.99,53.33,74.98,2.8,20.0,13,8.0,4.5,0
99.99,0.0,99.99,3.6,20.0,173,64.0,6.3,0
209.99,0.0,209.99,3.3,20.0,88,4.0,11.6,1
129.99,0.0,129.99,3.1,20.0,201,256.0,6.54,0
143.0,0.0,143.0,3.6,20.0,73,6.0,5.7,0
299.0,0.0,299.0,3.8,20.0,125,4.0,6.5,1
76.99,0.0,76.99,3.7,20.0,187,32.0,6.56,0
108.6,0.0,108.6,3.5,20.0,108,128.0,6.8,0
99.95,0.0,99.95,3.7,20.0,108,128.0,6.8,0
89.99,0.0,89.99,1.9,20.0,76,128.0,6.7,0
229.0,52.39,480.98,4.2,20.0,138,128.0,6.7,1
17.97,0.0,17.97,3.3,20.0,18,0.0,1.8,0
385.0,0.0,385.0,4.0,20.0,73,128.0,6.3,1
58.95,0.0,58.95,3.9,20.0,152,256.0,2.8,0
209.66,0.0,209.66,3.0,20.0,73,128.0,6.1,1
154.0,69.2,499.95,3.0,20.0,108,256.0,6.6,0
89.99,0.0,89.99,3.5,20.0,97,128.0,6.56,0
1209.0,9.78,1340.0,3.6,20.0,84,512.0,7.92,2
